postcode,latitude,longitude,admin_district,admin_county,country
DA12 4TN,51.431713,0.395985,Gravesham,Kent,England
DA12 5BW,51.42085,0.37072,Gravesham,Kent,England
DA9 9HH,51.449444,0.2918,Dartford,Kent,England
DA2 7JA,51.420654,0.25863,Dartford,Kent,England
DA3 7EJ,51.38944,0.307904,Sevenoaks,Kent,England
TN15 7JY,51.352394,0.337524,Sevenoaks,Kent,England
DA4 0HD,51.367878,0.212627,Sevenoaks,Kent,England
TN15 6HN,51.349024,0.260389,Sevenoaks,Kent,England
ME3 7DT,51.413431,0.454094,Gravesham,Kent,England
DA1 4AW,51.449613,0.186985,Bexley,,England
DA12 2JW,51.433254,0.385706,Gravesham,Kent,England
DA3 7RR,51.394565,0.300169,Sevenoaks,Kent,England
DA10 0ET,51.441464,0.30526,Dartford,Kent,England
DA1 1QW,51.440756,0.226064,Dartford,Kent,England
BR8 8JJ,51.380075,0.160043,Sevenoaks,Kent,England
DA12 4RE,51.417002,0.390152,Gravesham,Kent,England
DA11 7HQ,51.421241,0.355335,Gravesham,Kent,England
DA1 5SU,51.449342,0.227661,Dartford,Kent,England
DA1 5AS,51.453001,0.20727,Dartford,Kent,England
DA3 8BL,51.385607,0.306619,Sevenoaks,Kent,England
DA9 9JP,51.443615,0.283133,Dartford,Kent,England
DA12 4BH,51.425163,0.388636,Gravesham,Kent,England
DA12 5JQ,51.411709,0.377552,Gravesham,Kent,England
DA2 6EX,51.440927,0.2496,Dartford,Kent,England
DA4 9AP,51.404488,0.25142,Sevenoaks,Kent,England
DA1 2QG,51.438653,0.207025,Dartford,Kent,England
DA1 3JY,51.442837,0.188662,Dartford,Kent,England
DA3 8RB,51.370644,0.301958,Sevenoaks,Kent,England
DA4 0DD,51.379074,0.225009,Sevenoaks,Kent,England
DA1 3JX,51.44229,0.190478,Dartford,Kent,England
BR6 9TT,51.368621,0.09149,Bromley,,England
DA2 6PF,51.446305,0.239272,Dartford,Kent,England
DA12 5QJ,51.42998,0.384831,Gravesham,Kent,England
DA11 8AP,51.429993,0.335039,Gravesham,Kent,England
DA11 8DH,51.437117,0.343547,Gravesham,Kent,England
DA1 5DD,51.44846,0.235203,Dartford,Kent,England
DA12 4QE,51.415671,0.391018,Gravesham,Kent,England
DA12 5BJ,51.423682,0.371183,Gravesham,Kent,England
BR8 7ER,51.400925,0.163656,Sevenoaks,Kent,England
DA1 5PW,51.458804,0.226596,Dartford,Kent,England
DA12 5RA,51.424611,0.382178,Gravesham,Kent,England
DA1 2HE,51.444952,0.207257,Dartford,Kent,England
DA11 0HF,51.441254,0.362365,Gravesham,Kent,England
DA1 5RE,51.46396,0.224558,Dartford,Kent,England
DA9 9HQ,51.448246,0.291452,Dartford,Kent,England
DA11 7EH,51.430041,0.351054,Gravesham,Kent,England
DA12 5AE,51.429401,0.372601,Gravesham,Kent,England
DA1 3NG,51.445622,0.189759,Dartford,Kent,England
DA11 0BN,51.444963,0.36578,Gravesham,Kent,England
ME2 2QY,51.391,0.468332,Medway,,England
DA2 6ET,51.439694,0.24918,Dartford,Kent,England
DA4 9DQ,51.391185,0.247791,Sevenoaks,Kent,England
BR8 7XJ,51.40283,0.167657,Sevenoaks,Kent,England
DA12 4TD,51.428851,0.407502,Gravesham,Kent,England
DA12 5JP,51.424427,0.37663,Gravesham,Kent,England
DA9 9DP,51.444485,0.26146,Dartford,Kent,England
BR8 8BT,51.393983,0.187838,Sevenoaks,Kent,England
DA12 5AQ,51.427468,0.37345,Gravesham,Kent,England
DA4 9LX,51.400015,0.255355,Sevenoaks,Kent,England
DA12 4LJ,51.416666,0.399124,Gravesham,Kent,England
DA12 5AG,51.427794,0.373352,Gravesham,Kent,England
DA4 9FE,51.401374,0.253409,Sevenoaks,Kent,England
PE38 0NA,52.5262,0.387753,King's Lynn and West Norfolk,Norfolk,England
ME6 5HZ,51.324776,0.444506,Tonbridge and Malling,Kent,England
DA9 9QA,51.450442,0.272895,Dartford,Kent,England
DA12 2BE,51.444364,0.372729,Gravesham,Kent,England
DA11 9LG,51.441541,0.351673,Gravesham,Kent,England
DA11 7PU,51.429874,0.367878,Gravesham,Kent,England
DA12 1NQ,51.431974,0.371209,Gravesham,Kent,England
DA12 4EX,51.431007,0.387834,Gravesham,Kent,England
DA11 8ET,51.427749,0.335241,Gravesham,Kent,England
DA12 5SA,51.42471,0.385261,Gravesham,Kent,England
DA2 7HB,51.420114,0.168647,Dartford,Kent,England
DA11 8HA,51.425931,0.335321,Gravesham,Kent,England
DA12 5NR,51.420942,0.380361,Gravesham,Kent,England
DA1 2BG,51.448329,0.212284,Dartford,Kent,England
CM15 9PU,51.637991,0.283272,Brentwood,Essex,England
DA3 7EH,51.389851,0.307566,Sevenoaks,Kent,England
DA9 9DL,51.444872,0.260487,Dartford,Kent,England
DA2 7WF,51.434416,0.170461,Dartford,Kent,England
DA10 0EF,51.443847,0.300242,Dartford,Kent,England
DA12 5RX,51.426674,0.385104,Gravesham,Kent,England
DA12 5QD,51.430891,0.382922,Gravesham,Kent,England
DA3 7JF,51.396594,0.327687,Dartford,Kent,England
DA1 1TJ,51.444278,0.225328,Dartford,Kent,England
DA11 7EG,51.43076,0.352429,Gravesham,Kent,England
DA11 8SZ,51.423572,0.345371,Gravesham,Kent,England
DA3 8DJ,51.388552,0.306408,Sevenoaks,Kent,England
DA2 7DD,51.427447,0.198932,Dartford,Kent,England
DA1 3ER,51.447456,0.199418,Dartford,Kent,England
DA1 2FB,51.452352,0.214047,Dartford,Kent,England
DA2 6HE,51.441851,0.251574,Dartford,Kent,England
DA11 7PX,51.428375,0.368174,Gravesham,Kent,England
DA13 0DQ,51.341927,0.360741,Gravesham,Kent,England
BR8 7RJ,51.412944,0.179957,Sevenoaks,Kent,England
DA13 0TB,51.330446,0.365908,Gravesham,Kent,England
BR8 7DW,51.396142,0.160656,Sevenoaks,Kent,England
DA2 6AP,51.441903,0.240899,Dartford,Kent,England
DA14 5AS,51.416557,0.15529,Dartford,Kent,England
DA1 5DP,51.451586,0.23822,Dartford,Kent,England
ME7 3LR,51.332605,0.581324,Maidstone,Kent,England
DA11 9JL,51.441026,0.347747,Gravesham,Kent,England
DA11 8NW,51.424424,0.345026,Gravesham,Kent,England
DA2 6AH,51.441482,0.241324,Dartford,Kent,England
DA12 1LL,51.432713,0.372039,Gravesham,Kent,England
DA1 5TT,51.447992,0.223465,Dartford,Kent,England
DA11 8JF,51.433076,0.338736,Gravesham,Kent,England
DA2 7NZ,51.422757,0.163349,Dartford,Kent,England
DA11 0RD,51.437211,0.350947,Gravesham,Kent,England
DA2 7DH,51.428089,0.20161,Dartford,Kent,England
DA13 0RG,51.338915,0.344606,Gravesham,Kent,England
DA12 4AQ,51.426675,0.387708,Gravesham,Kent,England
DA12 1LP,51.432457,0.373119,Gravesham,Kent,England
DA13 0DD,51.344907,0.367271,Gravesham,Kent,England
DA1 4RB,51.462491,0.180705,Bexley,,England
ME3 7JT,51.422426,0.457453,Gravesham,Kent,England
TN11 9DB,51.210479,0.259582,Tonbridge and Malling,Kent,England
CT18 7NS,51.119976,1.172167,Folkestone and Hythe,Kent,England
SE9 3DH,51.427681,0.057733,Greenwich,,England
BR8 7AZ,51.400755,0.173827,Sevenoaks,Kent,England
DA2 7LD,51.418772,0.259673,Dartford,Kent,England
DA13 0SX,51.330557,0.361751,Gravesham,Kent,England
DA2 7SF,51.421227,0.224942,Dartford,Kent,England
DA4 9EA,51.406989,0.234934,Dartford,Kent,England
DA1 1RF,51.441427,0.236184,Dartford,Kent,England
DA4 9JQ,51.38591,0.244715,Sevenoaks,Kent,England
BR8 8JE,51.384382,0.162962,Sevenoaks,Kent,England
DA12 4RT,51.419641,0.397022,Gravesham,Kent,England
DA11 9JW,51.440955,0.348607,Gravesham,Kent,England
BR8 7SX,51.403296,0.168685,Sevenoaks,Kent,England
DA2 7EB,51.430806,0.21489,Dartford,Kent,England
DA5 2HW,51.428231,0.166442,Dartford,Kent,England
DA3 7RS,51.394858,0.299925,Sevenoaks,Kent,England
DA12 3LA,51.4055,0.437291,Gravesham,Kent,England
DA1 3HS,51.445066,0.194957,Dartford,Kent,England
DA1 5NF,51.453446,0.231272,Dartford,Kent,England
DA9 9FU,51.451781,0.293256,Dartford,Kent,England
DA1 5JE,51.451449,0.228944,Dartford,Kent,England
DA12 4UY,51.431562,0.401602,Gravesham,Kent,England
DA3 7ND,51.395277,0.324731,Dartford,Kent,England
DA13 0EA,51.380282,0.362643,Gravesham,Kent,England
BR5 3LD,51.399167,0.118129,Bromley,,England
DA12 1JG,51.439109,0.374169,Gravesham,Kent,England
SE28 0LG,51.501013,0.090055,Greenwich,,England
DA2 6ER,51.439571,0.253246,Dartford,Kent,England
DA12 4JZ,51.424936,0.397126,Gravesham,Kent,England
DA12 4UT,51.430265,0.406944,Gravesham,Kent,England
DA9 9QU,51.451713,0.279679,Dartford,Kent,England
DA3 8AP,51.383808,0.312579,Sevenoaks,Kent,England
DA3 7QD,51.397818,0.300304,Dartford,Kent,England
DA3 7HB,51.393148,0.330919,Dartford,Kent,England
DA2 7AQ,51.426629,0.197454,Dartford,Kent,England
BR8 7YB,51.403681,0.174627,Sevenoaks,Kent,England
E3 5AS,51.52741,-0.035461,Tower Hamlets,,England
DA12 5EQ,51.412137,0.375978,Gravesham,Kent,England
DA12 4QP,51.416031,0.38793,Gravesham,Kent,England
DA14 6JS,51.420225,0.115376,Bexley,,England
DA12 4BP,51.422661,0.392706,Gravesham,Kent,England
DA9 9FG,51.454052,0.29206,Dartford,Kent,England
DA11 9NP,51.440854,0.354531,Gravesham,Kent,England
DA1 1XN,51.445494,0.230396,Dartford,Kent,England
BR8 7JY,51.401419,0.179265,Sevenoaks,Kent,England
DA1 5HL,51.454562,0.20415,Dartford,Kent,England
ME17 1RP,51.248405,0.613752,Maidstone,Kent,England
DA15 9HG,51.449858,0.10329,Bexley,,England
DA4 0HW,51.366282,0.216156,Sevenoaks,Kent,England
DA11 0QF,51.437711,0.367262,Gravesham,Kent,England
DA11 0QP,51.436549,0.366468,Gravesham,Kent,England
BR8 8DL,51.388169,0.180863,Sevenoaks,Kent,England
DA12 2NS,51.432014,0.396202,Gravesham,Kent,England
DA1 2NX,51.442446,0.201379,Dartford,Kent,England
DA12 5NG,51.4195,0.379222,Gravesham,Kent,England
BR8 8FB,51.39277,0.176683,Sevenoaks,Kent,England
DA12 1QZ,51.434516,0.383341,Gravesham,Kent,England
BR8 8HW,51.392375,0.165984,Sevenoaks,Kent,England
DA3 7JW,51.396785,0.32669,Dartford,Kent,England
DA3 7EX,51.39607,0.329601,Dartford,Kent,England
CO7 7EE,51.881795,0.992427,Tendring,Essex,England
DA1 1YD,51.441722,0.232529,Dartford,Kent,England
DA11 0PJ,51.439854,0.366221,Gravesham,Kent,England
DA3 7EB,51.392504,0.306218,Sevenoaks,Kent,England
DA9 9QP,51.451515,0.280619,Dartford,Kent,England
DA12 5TY,51.411831,0.383972,Gravesham,Kent,England
DA10 1EZ,51.43668,0.301609,Dartford,Kent,England
DA1 4SH,51.460621,0.179723,Bexley,,England
DA11 9NN,51.439406,0.352298,Gravesham,Kent,England
DA13 0UZ,51.333386,0.362413,Gravesham,Kent,England
DA2 7AT,51.430789,0.188503,Dartford,Kent,England
DA11 8NL,51.425372,0.346643,Gravesham,Kent,England
DA1 2NG,51.442309,0.207201,Dartford,Kent,England
DA12 4NN,51.421076,0.395414,Gravesham,Kent,England
DA1 2PW,51.440682,0.191869,Dartford,Kent,England
DA1 5GF,51.462977,0.228944,Dartford,Kent,England
DA11 0PA,51.439922,0.36775,Gravesham,Kent,England
DA1 2QP,51.438893,0.206677,Dartford,Kent,England
BR8 7LT,51.409483,0.175061,Sevenoaks,Kent,England
DA1 3QQ,51.444908,0.180299,Bexley,,England
DA3 7AP,51.385062,0.341345,Gravesham,Kent,England
SE9 2QJ,51.455202,0.081023,Greenwich,,England
DA9 9LZ,51.445811,0.285344,Dartford,Kent,England
DA13 0JA,51.382669,0.360208,Gravesham,Kent,England
DA13 9DA,51.404924,0.348759,Gravesham,Kent,England
BR8 7TD,51.403807,0.170219,Sevenoaks,Kent,England
DA13 0LS,51.384037,0.354803,Gravesham,Kent,England
DA3 7EA,51.39362,0.306174,Sevenoaks,Kent,England
DA1 3JS,51.440898,0.190411,Dartford,Kent,England
DA2 7LW,51.420629,0.261764,Dartford,Kent,England
DA4 9GR,51.393463,0.241046,Sevenoaks,Kent,England
BR8 7TY,51.403606,0.164602,Sevenoaks,Kent,England
DA12 4TJ,51.430113,0.402979,Gravesham,Kent,England
DA4 9AL,51.403711,0.250691,Sevenoaks,Kent,England
DA9 9JS,51.447196,0.265898,Dartford,Kent,England
BR8 7QF,51.410346,0.181343,Sevenoaks,Kent,England
DA4 0AH,51.368186,0.212498,Sevenoaks,Kent,England
DA4 0JG,51.37077,0.185051,Sevenoaks,Kent,England
DA3 8NZ,51.376838,0.272164,Sevenoaks,Kent,England
DA13 9HT,51.402275,0.347659,Gravesham,Kent,England
BR8 7LB,51.400825,0.18122,Sevenoaks,Kent,England
ME3 7NQ,51.415372,0.464467,Gravesham,Kent,England
DA11 8PB,51.422292,0.351347,Gravesham,Kent,England
DA11 7JD,51.424092,0.355755,Gravesham,Kent,England
BR8 8FA,51.393145,0.170562,Sevenoaks,Kent,England
TN15 7LY,51.354859,0.290135,Sevenoaks,Kent,England
DA12 4HS,51.425695,0.393872,Gravesham,Kent,England
DA7 6BD,51.455129,0.16452,Bexley,,England
DA4 9DP,51.393131,0.246636,Sevenoaks,Kent,England
TN15 6YD,51.335639,0.238094,Sevenoaks,Kent,England
DA1 5AQ,51.451937,0.209364,Dartford,Kent,England
DA2 6HQ,51.442937,0.249814,Dartford,Kent,England
DA1 3LY,51.444417,0.191184,Dartford,Kent,England
BR8 7HX,51.397762,0.161595,Sevenoaks,Kent,England
CB8 7HP,52.264374,0.373547,West Suffolk,Suffolk,England
DA2 8AT,51.425427,0.285162,Dartford,Kent,England
DA5 2ET,51.423501,0.16593,Dartford,Kent,England
DA12 2LB,51.437143,0.391665,Gravesham,Kent,England
DA5 2HN,51.42939,0.167015,Dartford,Kent,England
DA11 8AH,51.429484,0.349716,Gravesham,Kent,England
BR8 7TN,51.402434,0.164273,Sevenoaks,Kent,England
DA2 6JW,51.433391,0.254251,Dartford,Kent,England
DA13 9QJ,51.412726,0.321906,Dartford,Kent,England
BR8 7DR,51.39715,0.164053,Sevenoaks,Kent,England
BR8 7QZ,51.410913,0.17743,Sevenoaks,Kent,England
ME9 7BL,51.371146,0.646501,Swale,Kent,England
DA12 4NH,51.422504,0.395963,Gravesham,Kent,England
TN15 6XY,51.336881,0.251148,Sevenoaks,Kent,England
DA1 1XW,51.445791,0.229921,Dartford,Kent,England
TN15 6DP,51.353538,0.257193,Sevenoaks,Kent,England
DA1 5XH,51.448744,0.21986,Dartford,Kent,England
DA12 1PE,51.432327,0.381759,Gravesham,Kent,England
CB1 3PJ,52.194731,0.147115,Cambridge,Cambridgeshire,England
DA1 2NE,51.443394,0.208318,Dartford,Kent,England
DA12 3AA,51.385369,0.385413,Gravesham,Kent,England
DA12 1NJ,51.432605,0.37071,Gravesham,Kent,England
DA1 5JG,51.456889,0.234118,Dartford,Kent,England
BR8 7DP,51.395835,0.161705,Sevenoaks,Kent,England
DA16 2EW,51.459478,0.098924,Bexley,,England
BR8 7QH,51.402128,0.150615,Bromley,,England
DA3 7DG,51.392037,0.310752,Sevenoaks,Kent,England
DA1 1UG,51.44625,0.223323,Dartford,Kent,England
DA13 0JE,51.380007,0.360646,Gravesham,Kent,England
DA2 6ND,51.431982,0.259261,Dartford,Kent,England
BR8 8EL,51.379421,0.160846,Sevenoaks,Kent,England
DA11 9LL,51.440179,0.350524,Gravesham,Kent,England
DA13 0EN,51.376232,0.357865,Gravesham,Kent,England
DA1 5DT,51.451743,0.232398,Dartford,Kent,England
DA5 2HX,51.4272,0.17501,Dartford,Kent,England
DA4 9EJ,51.406738,0.235857,Dartford,Kent,England
BR8 7EL,51.39296,0.164013,Sevenoaks,Kent,England
DA1 5JB,51.458795,0.223788,Dartford,Kent,England
DA11 8QB,51.428162,0.34926,Gravesham,Kent,England
DA9 9DS,51.442195,0.260829,Dartford,Kent,England
DA3 8RN,51.363984,0.299455,Sevenoaks,Kent,England
DA1 4PT,51.457991,0.190539,Bexley,,England
DA11 7PR,51.432295,0.367773,Gravesham,Kent,England
DA12 2ER,51.443775,0.372037,Gravesham,Kent,England
DA2 7BZ,51.421038,0.224487,Dartford,Kent,England
DA2 6LP,51.437085,0.25298,Dartford,Kent,England
DA4 0DH,51.380508,0.222391,Sevenoaks,Kent,England
DA2 7HG,51.422279,0.174129,Dartford,Kent,England
DA12 2JS,51.4364,0.393712,Gravesham,Kent,England
DA11 0EU,51.439116,0.359564,Gravesham,Kent,England
DA9 9XD,51.451019,0.288065,Dartford,Kent,England
W7 1PZ,51.523936,-0.332729,Ealing,,England
DA11 0SR,51.435059,0.362276,Gravesham,Kent,England
DA1 1JF,51.438224,0.215926,Dartford,Kent,England
DA12 2LZ,51.434253,0.399312,Gravesham,Kent,England
DA13 0EY,51.377206,0.358619,Gravesham,Kent,England
DA12 4HG,51.42702,0.395926,Gravesham,Kent,England
BR8 7AU,51.397207,0.176534,Sevenoaks,Kent,England
DA10 0NF,51.440858,0.305431,Dartford,Kent,England
TN15 6LB,51.343281,0.266281,Sevenoaks,Kent,England
DA2 7LQ,51.422169,0.258848,Dartford,Kent,England
DA11 0PP,51.438382,0.365627,Gravesham,Kent,England
DA12 3BS,51.389342,0.411896,Gravesham,Kent,England
DA2 7PH,51.421178,0.168999,Dartford,Kent,England
DA12 5AY,51.426274,0.373791,Gravesham,Kent,England
DA11 7DQ,51.434229,0.357514,Gravesham,Kent,England
BR8 7RY,51.413169,0.190567,Sevenoaks,Kent,England
BR8 7JP,51.398039,0.180599,Sevenoaks,Kent,England
DA2 7NN,51.42303,0.168037,Dartford,Kent,England
BR8 8LE,51.380114,0.164227,Sevenoaks,Kent,England
DA12 2QT,51.438787,0.390456,Gravesham,Kent,England
DA11 0SY,51.434814,0.364177,Gravesham,Kent,England
BR8 8LF,51.37991,0.162636,Sevenoaks,Kent,England
DA2 7JB,51.419385,0.257733,Dartford,Kent,England
DA12 2PG,51.440762,0.375161,Gravesham,Kent,England
BR8 8AY,51.393712,0.179718,Sevenoaks,Kent,England
DA13 9BN,51.384754,0.377174,Gravesham,Kent,England
DA12 4PY,51.415192,0.395538,Gravesham,Kent,England
TN17 2QR,51.108875,0.459396,Tunbridge Wells,Kent,England
DA3 7RG,51.396384,0.298248,Sevenoaks,Kent,England
DA12 2LF,51.43507,0.394117,Gravesham,Kent,England
DA12 3AB,51.382019,0.396219,Gravesham,Kent,England
BR8 7DU,51.395021,0.163449,Sevenoaks,Kent,England
DA2 7AE,51.430235,0.18301,Dartford,Kent,England
DA2 6LF,51.434572,0.249907,Dartford,Kent,England
ME2 2TG,51.39718,0.462238,Medway,,England
DA9 9BE,51.4503,0.265346,Dartford,Kent,England
DA1 5JD,51.45855,0.224842,Dartford,Kent,England
DA1 1RH,51.43873,0.230009,Dartford,Kent,England
DA11 8NH,51.425004,0.341229,Gravesham,Kent,England
DA11 8QP,51.435232,0.355493,Gravesham,Kent,England
DA11 7JF,51.425562,0.356463,Gravesham,Kent,England
DA1 5RR,51.462709,0.224108,Dartford,Kent,England
DA1 2QJ,51.43871,0.204466,Dartford,Kent,England
DA11 7JE,51.423654,0.356955,Gravesham,Kent,England
DA11 8RJ,51.434835,0.353286,Gravesham,Kent,England
DA10 0NB,51.447856,0.303106,Dartford,Kent,England
DA5 2DG,51.436116,0.169491,Dartford,Kent,England
BR8 7DS,51.397196,0.16302,Sevenoaks,Kent,England
SE15 3JT,51.459729,-0.055356,Southwark,,England
DA13 0QP,51.34789,0.346399,Gravesham,Kent,England
DA3 7DF,51.387855,0.312122,Sevenoaks,Kent,England
DA13 0AT,51.364009,0.357941,Gravesham,Kent,England
DA12 4RU,51.418339,0.395587,Gravesham,Kent,England
DA2 6JS,51.434354,0.254673,Dartford,Kent,England
DA1 2LW,51.442541,0.213055,Dartford,Kent,England
DA9 9YF,51.444074,0.273385,Dartford,Kent,England
DA11 0LJ,51.433507,0.367879,Gravesham,Kent,England
N16 5PT,51.570405,-0.076756,Hackney,,England
DA13 9QL,51.414702,0.320222,Dartford,Kent,England
BR8 8DA,51.39191,0.187121,Sevenoaks,Kent,England
DA11 9LQ,51.44149,0.352434,Gravesham,Kent,England
DA13 0LW,51.384625,0.35239,Gravesham,Kent,England
DA12 4DA,51.418527,0.385931,Gravesham,Kent,England
DA1 2XF,51.439261,0.213875,Dartford,Kent,England
DA2 6LE,51.434976,0.249941,Dartford,Kent,England
DA12 4EB,51.428327,0.396628,Gravesham,Kent,England
DA11 7PA,51.416663,0.365153,Gravesham,Kent,England
DA11 0HW,51.439695,0.362961,Gravesham,Kent,England
DA5 2EN,51.424258,0.162931,Dartford,Kent,England
DA1 3EH,51.445842,0.203457,Dartford,Kent,England
ME3 7BA,51.416155,0.458468,Gravesham,Kent,England
DA1 2AU,51.445998,0.213323,Dartford,Kent,England
DA1 1XF,51.443313,0.233009,Dartford,Kent,England
BR8 8BZ,51.394301,0.178524,Sevenoaks,Kent,England
DA11 8ER,51.425401,0.339351,Gravesham,Kent,England
DA12 5JZ,51.422368,0.37612,Gravesham,Kent,England
DA11 8LN,51.425691,0.344199,Gravesham,Kent,England
ME3 7AD,51.413348,0.455916,Gravesham,Kent,England
DA11 8ST,51.423192,0.343668,Gravesham,Kent,England
DA12 5BN,51.421445,0.370175,Gravesham,Kent,England
DA1 3BL,51.449268,0.195835,Dartford,Kent,England
DA2 7ER,51.425216,0.20901,Dartford,Kent,England
DA11 8NQ,51.424947,0.343643,Gravesham,Kent,England
DA9 9NJ,51.450004,0.279681,Dartford,Kent,England
DA1 5QT,51.457643,0.229001,Dartford,Kent,England
BR8 7SB,51.413491,0.185836,Sevenoaks,Kent,England
DA12 4JD,51.431284,0.392308,Gravesham,Kent,England
DA2 7SW,51.421105,0.220002,Dartford,Kent,England
DA12 5JW,51.423244,0.375979,Gravesham,Kent,England
DA12 4AA,51.410285,0.404183,Gravesham,Kent,England
DA1 1UW,51.446419,0.229995,Dartford,Kent,England
DA12 1QG,51.4336,0.377538,Gravesham,Kent,England
DA3 8JP,51.368267,0.301178,Sevenoaks,Kent,England
TN15 6YH,51.337005,0.235778,Sevenoaks,Kent,England
DA1 1TT,51.445316,0.224155,Dartford,Kent,England
DA3 8LB,51.380238,0.328452,Sevenoaks,Kent,England
DA12 2HY,51.435232,0.389248,Gravesham,Kent,England
DA1 2PA,51.442842,0.198952,Dartford,Kent,England
DA12 4PU,51.41516,0.39929,Gravesham,Kent,England
CM1 6AZ,51.762496,0.503776,Chelmsford,Essex,England
DA10 0BX,51.440329,0.30857,Dartford,Kent,England
DA4 0HE,51.366114,0.213131,Sevenoaks,Kent,England
DA12 4RY,51.418971,0.396339,Gravesham,Kent,England
DA12 1QH,51.432976,0.374556,Gravesham,Kent,England
DA12 2PN,51.439992,0.386043,Gravesham,Kent,England
DA12 5HL,51.428532,0.374642,Gravesham,Kent,England
TN15 6UG,51.340304,0.269063,Sevenoaks,Kent,England
DA11 8NP,51.426069,0.34734,Gravesham,Kent,England
BR8 7JR,51.397972,0.183241,Sevenoaks,Kent,England
DA1 5ST,51.449027,0.227646,Dartford,Kent,England
DA10 0LW,51.449409,0.300478,Dartford,Kent,England
DA4 9LN,51.402951,0.24578,Sevenoaks,Kent,England
DA4 9LY,51.400144,0.256095,Sevenoaks,Kent,England
DA12 4AG,51.426706,0.387077,Gravesham,Kent,England
TN15 7HT,51.366302,0.292689,Sevenoaks,Kent,England
DA1 4RZ,51.455544,0.181928,Bexley,,England
DA12 5QP,51.429943,0.378211,Gravesham,Kent,England
DA11 0QH,51.434307,0.366596,Gravesham,Kent,England
BR8 8LU,51.386932,0.159316,Sevenoaks,Kent,England
DA1 2FH,51.447326,0.208709,Dartford,Kent,England
DA1 1LX,51.440036,0.226115,Dartford,Kent,England
DA13 0EL,51.378679,0.363638,Gravesham,Kent,England
DA4 9JE,51.391063,0.23111,Sevenoaks,Kent,England
DA12 4QF,51.415413,0.390458,Gravesham,Kent,England
DA1 5GQ,51.454688,0.21036,Dartford,Kent,England
DA2 7AU,51.431678,0.187639,Dartford,Kent,England
DA11 8PN,51.424043,0.345222,Gravesham,Kent,England
DA3 7EP,51.391276,0.30965,Sevenoaks,Kent,England
DA10 1AF,51.438426,0.308373,Dartford,Kent,England
DA9 9XN,51.455274,0.294453,Dartford,Kent,England
BR8 8LS,51.383773,0.154569,Sevenoaks,Kent,England
DA12 5RF,51.423216,0.381789,Gravesham,Kent,England
DA3 7RA,51.389076,0.302639,Sevenoaks,Kent,England
DA1 3NH,51.445276,0.188534,Dartford,Kent,England
DA11 0EP,51.440881,0.357237,Gravesham,Kent,England
BR8 8BH,51.39494,0.17703,Sevenoaks,Kent,England
DA12 3JS,51.411498,0.451085,Gravesham,Kent,England
DA12 4PN,51.416058,0.394979,Gravesham,Kent,England
DA9 9LL,51.444257,0.283381,Dartford,Kent,England
DA12 2SW,51.441649,0.383295,Gravesham,Kent,England
DA5 2ES,51.424357,0.165856,Dartford,Kent,England
DA12 4RX,51.418962,0.395893,Gravesham,Kent,England
BR8 8JZ,51.381637,0.162157,Sevenoaks,Kent,England
DA3 7DU,51.39486,0.303045,Sevenoaks,Kent,England
DA10 1AP,51.435904,0.315397,Dartford,Kent,England
ME20 6UZ,51.31004,0.439963,Tonbridge and Malling,Kent,England
DA11 9AB,51.449342,0.317589,Dartford,Kent,England
DA11 9DH,51.446684,0.327859,Gravesham,Kent,England
DA15 7JG,51.430798,0.090991,Bexley,,England
DA11 8SH,51.428959,0.348064,Gravesham,Kent,England
DA12 5AW,51.42635,0.371796,Gravesham,Kent,England
DA3 8BP,51.38424,0.307082,Sevenoaks,Kent,England
DA11 0PQ,51.438587,0.366185,Gravesham,Kent,England
ME2 1HA,51.375938,0.448496,Medway,,England
DA2 6LB,51.436114,0.24781,Dartford,Kent,England
DA9 9QF,51.448168,0.271875,Dartford,Kent,England
DA11 7HL,51.427789,0.358865,Gravesham,Kent,England
DA12 4SJ,51.421423,0.388585,Gravesham,Kent,England
DA10 0LE,51.448809,0.302621,Dartford,Kent,England
DA2 8AA,51.430086,0.261973,Dartford,Kent,England
DA13 0NU,51.367779,0.362287,Gravesham,Kent,England
DA4 9LP,51.400947,0.254093,Sevenoaks,Kent,England
DA12 5JH,51.423749,0.377688,Gravesham,Kent,England
DA5 2HR,51.426659,0.168295,Dartford,Kent,England
DA9 9NA,51.446471,0.286096,Dartford,Kent,England
DA13 0RR,51.331637,0.365309,Gravesham,Kent,England
DA12 5HU,51.424957,0.377089,Gravesham,Kent,England
DA5 2EA,51.430298,0.166986,Dartford,Kent,England
BR8 7JT,51.400039,0.179458,Sevenoaks,Kent,England
DA3 7HX,51.395528,0.331558,Dartford,Kent,England
BR8 7YH,51.404537,0.173575,Sevenoaks,Kent,England
BR8 7UE,51.404739,0.163103,Sevenoaks,Kent,England
SE2 0NT,51.47711,0.108115,Greenwich,,England
DA1 5RU,51.463763,0.22308,Dartford,Kent,England
DA13 0PF,51.365693,0.36228,Gravesham,Kent,England
DA9 9HT,51.444493,0.289279,Dartford,Kent,England
DA13 0SB,51.331624,0.363715,Gravesham,Kent,England
DA1 1XG,51.443151,0.234901,Dartford,Kent,England
SE10 8AZ,51.472462,-0.007657,Lewisham,,England
DA9 9FX,51.452131,0.291431,Dartford,Kent,England
SE28 8PH,51.509491,0.128158,Bexley,,England
DA3 7PA,51.396746,0.303168,Dartford,Kent,England
